QRS_width,T_wave_amplitude,Shannon_entropy,Wavelet_entropy,Energy_scale,Class
0.116,-0.3226182948428211,5.211705946458154,0.4396550179522498,23093.739638554536,1
0.12,-0.3110641231881886,5.20318173898116,0.4635993448341383,23157.113360772648,1
0.116,-0.2953837048817786,5.161806750980054,0.5515098145398037,21651.936654460555,1
0.116,-0.3370284239309742,5.191400407287972,0.5078005850205306,27042.696281793906,1
0.116,-0.3518904515414405,5.213542744027307,0.4721435881020064,24982.96533668029,1
0.12,-0.3352399452836794,5.208894253803431,0.466616586020205,25556.61030069608,1
0.116,-0.3377030352526389,5.189299633135931,0.477012417198911,26846.648168950163,1
0.116,-0.3388138918108565,5.202169918195425,0.4446166047891266,27164.817404838293,1
0.12,-0.2705409144404269,5.143188331022742,0.4667416085357755,22374.45165375833,1
0.116,-0.2624501644601413,5.14491694806839,0.5308470693175762,18983.079032050297,1
0.116,-0.2380528445871381,5.1362516322938365,0.4801599947839933,16590.90794097717,1
0.12,-0.2229895813649443,5.179015323856846,0.4632738465125723,12292.27403646084,1
0.116,-0.2210177156830109,5.136075315053319,0.569588183913013,13023.023912294608,1
0.116,-0.283034642606367,5.231638671417296,0.5363581294025886,15284.246058632789,1
0.12,-0.2783231533041988,5.219792399085705,0.446610469103405,16353.915559285451,1
0.12,-0.2790579879257058,5.171791530972023,0.4971922955669969,19144.8222549837,1
0.12,-0.2993978677040077,5.196220948542669,0.4634499852439051,21431.957679459512,1
0.12,-0.256818246922892,5.178937526084336,0.4266496624084992,18246.318376745483,1
0.12,-0.2682061723884852,5.1339659573410446,0.5220010759963142,19795.688682963377,1
0.12,-0.2920187173111831,5.180797290436482,0.4705840444947403,21448.46605974704,1
0.116,-0.2480118981774366,5.128380529607844,0.4938202387208981,17213.429282808083,1
0.116,-0.2727800454408145,5.1487777647481705,0.5247346071544967,19186.755444866103,1
0.116,-0.3553097432301119,5.230798680640879,0.4922300793026928,23992.624912151776,1
0.12,-0.2923449317212494,5.21369333942335,0.480946972436407,20800.4796728468,1
0.12,-0.295177631875903,5.194462385256412,0.5240263198648168,21757.95815791624,1
0.116,-0.3342212539111368,5.188631125435775,0.4878400922157457,26835.560780969325,1
0.12,-0.3098017597282291,5.183442440743562,0.4032923331418179,24320.975436195306,1
0.12,-0.3182565295540318,5.191241213186346,0.5287283196757463,24894.78937843113,1
0.116,-0.3494903667304971,5.1764918502398585,0.4601298867609468,30636.621632683906,1
0.12,-0.299697255746233,5.161759850727047,0.4549735918345266,23261.449227263387,1
0.124,-0.2377060877103413,5.469924758406579,0.3652556450095334,24465.5943470798,1
0.112,-0.2728797448334181,5.017985671064436,0.3099979410091407,18746.16629389301,1
0.12,-0.2391185819248311,5.2246376967396575,0.5178896092617615,13942.423180914742,1
0.116,-0.2659108747116543,5.20027285183156,0.5033524768698416,14394.912330003426,1
0.12,-0.2509771948939418,5.2226600273657,0.4524740010885388,15151.404014387836,1
0.12,-0.2395555610600091,5.219318339782679,0.4940341694581362,12990.568424908062,1
0.12,-0.2633198795935104,5.204278750985401,0.5356115429642035,15918.241752821845,1
0.116,-0.2699438570320013,5.187965329609579,0.4703972498182822,19428.852389843603,1
0.12,-0.2600787504491775,5.160955806306294,0.4728000847116461,17715.95821027697,1
0.12,-0.2682778146168841,5.209166189505782,0.4906022165704291,17386.101147181973,1
0.116,-0.2783406169077408,5.180973667366519,0.5332673174929082,17423.89531781163,1
0.12,-0.2763253064347535,5.169441384225168,0.4286841986027466,19167.036145817743,1
0.116,-0.3154244622802729,5.224479009246743,0.5014052435935485,19797.593061318945,1
0.116,-0.2872619507407392,5.1962204832908085,0.5235806077329135,19405.61181275577,1
0.12,-0.3317569194623733,5.216904093149721,0.52475923028759,22523.422020989765,1
0.124,-0.3028982997666426,5.183357663644047,0.4668849379106414,26411.86497977707,1
0.124,-0.2920603201215171,5.206619300278678,0.4184844982187419,23212.93560054773,1
0.124,-0.2830857337648866,5.159661506326035,0.438612305999333,22944.32026522405,1
0.124,-0.3257691675639893,5.212690967920617,0.4461977037433199,24911.786734002675,1
0.12,-0.3109182060539119,5.173792447109433,0.483816051562187,25976.424516366795,1
0.12,-0.3229787871558928,5.195386473625597,0.4766515502428409,25195.96092917317,1
0.12,-0.2871671135841001,5.161754312777815,0.468729938926716,22524.61313042456,1
0.116,-0.3135425850385864,5.19606427061102,0.476891429332437,22345.915982856604,1
0.116,-0.3005206180511694,5.182260179244714,0.4998750840182211,23398.59181006787,1
0.12,-0.3113522241348505,5.210536230137668,0.4820249036558249,20916.78036513251,1
0.12,-0.2865307020665149,5.221851068167769,0.4578101772629463,17434.92818911403,1
0.124,-0.2574637903820753,5.225038088399565,0.5148909306288644,14026.8826221886,1
0.12,-0.2463927009133242,5.232959742515586,0.4888994427457098,13195.81021523675,1
0.12,-0.2473275043565053,5.234038743513292,0.4825824016614771,12889.440271772126,1
0.12,-0.2533859553331377,5.235226401296948,0.5122859452314491,13385.748020846797,1
0.124,-0.2722693007398872,5.206750784477556,0.5530167907113291,17417.258352758377,1
0.116,-0.2419691922728703,5.127759726196102,0.5333674297028204,18232.821098658667,1
0.12,-0.255327534540104,5.175589201987091,0.5332379570108683,16699.06543449623,1
0.12,-0.2809959306467736,5.214538976880977,0.5523577862918075,17747.893937606008,1
0.116,-0.26540919079338,5.149861928634906,0.5919072221979377,18477.460459335765,1
0.116,-0.2826050743614234,5.18793762494734,0.4845651746140513,17410.68140848957,1
0.12,-0.3242538204857552,5.221366014117037,0.4688097066032547,22534.690013863816,1
0.12,-0.3749767407138074,5.226025130237451,0.5047049338143262,27755.7610526512,1
0.12,-0.3276227411980495,5.178870917997648,0.4708696305185636,29313.551800876783,1
0.12,-0.3119363214054796,5.200443967144832,0.4697741588520791,25564.2840721606,1
0.12,-0.2869713255247944,5.110756514642734,0.5311113708379132,26525.65217775711,1
0.12,-0.3091549067504714,5.137990772694922,0.5052545453767451,24972.250325094643,1
0.124,-0.295445694923767,5.175478114524484,0.479734628581813,22948.78383635389,1
0.116,-0.3076921803558909,5.136044192240805,0.6055874967911852,24318.04930041426,1
0.116,-0.4020241271305355,5.232084705541492,0.4791180184112921,30557.50680061833,1
0.124,-0.2801371055342919,5.192037448138976,0.4666377606430912,24536.361153162063,1
0.116,-0.4012746151844085,5.222242091676578,0.5373116331836558,31051.41518758925,1
0.124,-0.3216672881400314,5.170837624406793,0.4531309300507536,31284.69465724681,1
0.12,-0.3789519086087516,5.204498077419943,0.4976515948029986,27103.12627493089,1
0.116,-0.3382690749858992,5.162446011861321,0.4859434210949091,33696.11483631069,1
0.116,-0.2844837967376248,5.156978146644025,0.4828470636030536,20857.505839272693,1
0.116,-0.2569592560041411,5.196916092176769,0.6114842213279333,13297.416773059796,1
0.12,-0.2493308459570753,5.207550026579156,0.464317832864487,14642.39865692921,1
0.12,-0.2404886131864936,5.230547148675317,0.4515318667025926,11909.782345616366,1
0.116,-0.2262360466110861,5.135521974784407,0.5290116594893539,14274.181016687678,1
0.116,-0.2553717979602903,5.191868170269113,0.4748906310081362,15207.254781170084,1
0.124,-0.2530803758357062,5.188802788339717,0.4566075378181128,16092.541635881944,1
0.12,-0.2153834730464266,5.129689632202533,0.532841513614668,15674.553470856472,1
0.116,-0.2504399763854044,5.176663339595823,0.523856701227777,13864.605213378964,1
0.12,-0.2687914269621693,5.222809315485921,0.4636669199013612,15669.345659320965,1
0.116,-0.2535835750499614,5.169757596835131,0.555195103743112,15892.696390315004,1
0.116,-0.2920336666877295,5.228004445332992,0.4413930514963381,17501.201360859213,1
0.12,-0.2754966010432049,5.237279292665416,0.4688318096059893,15506.530131320367,1
0.116,-0.2203211121864362,5.151656743328799,0.5052509879591961,14450.507591114896,1
0.12,-0.2285379802824775,5.21566098778732,0.4762920362717915,11295.67600406063,1
0.12,-0.245477656554109,5.214175060144754,0.5008861243661128,13144.284463326903,1
0.116,-0.2504210998395804,5.148032201051672,0.5699613761738199,16704.041816826008,1
0.116,-0.3182846507134158,5.225755165149359,0.4767734751416355,19288.498740943327,1
0.12,-0.2986710750260203,5.235453885018562,0.4899031023105425,17863.03130441418,1
0.116,-0.3187703388990291,5.230640676190792,0.5467628977069816,18520.458127779093,1
0.116,-0.309258330468219,5.220129820334697,0.4283273834076889,21112.00239471329,1
0.12,-0.2820386086160094,5.191509742474628,0.4455673771004819,19544.146931635754,1
0.12,-0.3023769024754162,5.198768702620502,0.5047174965661761,20314.947325007543,1
0.12,-0.2815883659414057,5.144337979023892,0.4716199374576058,24993.20116091845,1
0.12,-0.2825193603747049,5.140636022277348,0.4370432556943623,21137.033407109662,1
0.12,-0.2951714855554992,5.170589731687911,0.5136773521256791,22811.62801689916,1
0.116,-0.3148892760489741,5.187354926569272,0.5158983616184312,22803.63334284426,1
0.116,-0.3364978983262939,5.204035856162911,0.5042138259300812,25027.76431416705,1
0.116,-0.3248778173645223,5.198693639452444,0.4763907050955008,23827.999288350096,1
0.116,-0.3603870513061187,5.231869392821164,0.4898227798241324,25965.755572662754,1
0.12,-0.3492979200506913,5.227128587314119,0.4581648826915292,26332.28652087741,1
0.12,-0.3151204934509232,5.18645931851258,0.4897209071694903,24715.495507619853,1
0.12,-0.2824649170517473,5.1842303064113135,0.4471402462204696,20974.938916441588,1
0.12,-0.2354636314720045,5.145346091424934,0.4945636022631399,16049.698905235546,1
0.116,-0.2151452303517925,5.211420776894148,0.505094013402453,10771.84078863401,1
0.112,-0.2030070462019348,5.183269149100694,0.5825381589798114,9349.334959855114,1
0.116,-0.1919504154586459,5.164237131465004,0.534185485479334,9325.35497635836,1
0.12,-0.2278624870887981,5.2037675376270425,0.4712059909313587,11216.407652974622,1
0.12,-0.2591121637648177,5.2373918285186,0.4214283871054985,14263.01218741824,1
0.12,-0.2958395896109101,5.208275904232256,0.5054601737946693,19788.866375729907,1
0.12,-0.3469994221660046,5.233320388083351,0.5237138021086534,23998.82363726344,1
0.124,-0.3405365680204394,5.2243355073349065,0.4503355230729666,25526.56476293997,1
0.124,-0.2972644572016084,5.200538947521077,0.4377311705545244,21231.886096213915,1
0.12,-0.291722291740519,5.188806277613377,0.4904078161466885,21554.05710981894,1
0.12,-0.3187365369811344,5.195674478684828,0.4502435322314772,24038.647226978726,1
0.116,-0.3218565925264364,5.171724825077037,0.499129044935314,26765.06611814437,1
0.12,-0.3230014487984399,5.166083162831967,0.4544603843087553,26342.804604376823,1
0.12,-0.3443707183891619,5.1979519660906925,0.4576947282680876,26959.459801252146,1
0.12,-0.3675367799147971,5.224385205687382,0.4920922990371941,27745.60468713498,1
0.12,-0.3399776867128251,5.186169328826447,0.4415023879885191,27104.105515701787,1
0.12,-0.3252612979915919,5.179946911280826,0.461683604364116,26184.38047860769,1
0.116,-0.283414590096551,5.142245085028081,0.5487850506687688,22748.000278684667,1
0.12,-0.2509917617293579,5.1900590698684645,0.5266416752749357,16558.20247319266,1
0.12,-0.2199131854492948,5.151659520547864,0.4790664212920998,13173.459711937625,1
0.12,-0.2332028131549027,5.201862211840149,0.5306880396539804,13390.795200958955,1
0.116,-0.2132491158632696,5.1279857969315685,0.6005045558035583,12599.16162598937,1
0.116,-0.2652674200581345,5.215721503378209,0.4704438702658164,15127.6864654468,1
0.116,-0.2109443929694525,5.185709596789084,0.4645925923259159,10787.082281427363,1
0.116,-0.2512309352826057,5.235853196569458,0.5555024279153428,10884.924091115556,1
0.116,-0.2901051506449408,5.202809885421628,0.5536890297873736,18936.55462777824,1
0.12,-0.3395616725011192,5.226925055554215,0.4514269380235152,24251.16007968741,1
0.116,-0.3646246961165226,5.223334452721039,0.4968902285158398,25797.14213804366,1
0.12,-0.3460674879727208,5.170559726601709,0.4770409925505291,32711.0229502734,1
0.12,-0.3647045979273745,5.187882260610072,0.4168839280868104,31977.32969975809,1
0.124,-0.3376458601237255,5.1960393648175565,0.4747909105939879,27951.8585325152,1
0.116,-0.3179347748573852,5.143227216076596,0.4850829374363937,27817.617929288608,1
0.116,-0.3217902488864629,5.173093806125054,0.4436422265148226,25109.99080334373,1
0.116,-0.3508085379849092,5.235369272060602,0.4304144607445372,24439.36258564186,1
0.116,-0.2931757265065667,5.135400709313583,0.4898129320321721,25370.12436170176,1
0.112,-0.3418283310573262,5.195829425750424,0.44712327242144,25111.14161553085,1
0.12,-0.3143763218518837,5.215826661037995,0.4464845114850206,22661.61284014869,1
0.12,-0.2911458364182475,5.142244651118062,0.458899173608025,24070.94546404245,1
0.116,-0.3501293372549544,5.204776990174974,0.4121999505465629,27586.17506251539,1
0.12,-0.3100368613474721,5.202662881249211,0.4463644377327521,24411.22517448997,1
0.12,-0.2953776067696723,5.123596008937334,0.5020021152412144,26394.20956260792,1
0.116,-0.3466792414170613,5.1901931310347145,0.4503681819656235,28771.53197812197,1
0.12,-0.254978391030951,5.156169854327899,0.5087405819003434,18977.54950725871,1
0.112,-0.2565391254188889,5.140633461780597,0.5851610992457594,15694.067359141747,1
0.12,-0.2700876333442877,5.218177888767564,0.4822373515427018,16382.77518152651,1
0.116,-0.2338420716815213,5.206103024736815,0.5135236744096897,11975.322170770323,1
0.116,-0.2632534770509047,5.2603881146348765,0.5594988879702456,11001.96267849289,1
0.12,-0.2366056341108824,5.167984543639948,0.5053773183378978,15413.0914499118,1
0.124,-0.2643251707648233,5.234541358862463,0.4637889976671385,14328.52982294527,1
0.12,-0.2579270458983447,5.202621366143884,0.4886510362374974,16998.146121946185,1
0.12,-0.2622994530766849,5.11990249708496,0.4943227115953421,19353.501457681483,1
0.12,-0.2911494764033215,5.167601456904569,0.5034673211300013,22195.769265217223,1
0.12,-0.2764954336327505,5.1902041078983725,0.5032538650833662,18220.53314208693,1
0.12,-0.2962866061697115,5.211482576554052,0.4866730821298153,18691.83059866621,1
0.12,-0.2770821036993134,5.145375653684519,0.4830413108906212,21600.843210475065,1
0.116,-0.3203643475833121,5.214766939718999,0.5229958843131984,21217.11123080201,1
0.116,-0.3199822194513864,5.211236471885159,0.4460811015155683,20937.252740200685,1
0.12,-0.326267650048334,5.216407276847398,0.4602513137300507,24203.73945653632,1
0.12,-0.31995011314041,5.185659903147526,0.5056297316311263,24088.14677930336,1
0.12,-0.3237070120975253,5.187684325933793,0.481241840381016,26002.577130237754,1
0.12,-0.3076012454474102,5.173760248183768,0.4795463092935673,24013.254228720005,1
0.12,-0.3137026287028472,5.179959549908591,0.4785980204349918,24092.00210615169,1
0.116,-0.2942627594808799,5.183331174930668,0.4928036546000425,20600.6154091989,1
0.12,-0.2746364945066764,5.195520327988827,0.4614578226926474,17583.261792149828,1
0.12,-0.2233240566516859,5.193733351379846,0.5090229255545552,12853.608017829578,1
0.116,-0.2182099365346403,5.2208555642110905,0.5196469425742724,9483.36359752642,1
0.116,-0.1963490248702352,5.222193816557688,0.5268704068352565,8071.693399501867,1
0.116,-0.2591086606211776,5.234709417015565,0.4881020367060497,12177.119163846795,1
0.12,-0.3159209638522163,5.239806111407072,0.4687400855315478,20146.00332015927,1
0.12,-0.3388358385413147,5.221667869332343,0.4840806017760199,23794.710671378896,1
0.12,-0.3369653172963528,5.215513796948686,0.4735880482634899,25988.84083340644,1
0.12,-0.3289001391384731,5.214687215736965,0.4673777634775313,23391.96550930877,1
0.12,-0.3026687474158118,5.196386513958487,0.4762221242957645,24148.15066772537,1
0.116,-0.2971743471273299,5.158646779491121,0.5212913708875366,23937.653542919496,1
0.124,-0.2836418642741496,5.200437533380407,0.4195637023646931,20519.28342502325,1
0.12,-0.2808144610612559,5.177337151440338,0.533417437789427,20100.018821054146,1
0.12,-0.2642438303790353,5.184600875123678,0.5018427692159755,19227.97508829,1
0.12,-0.2513619547167572,5.144610558861856,0.4917737602429191,17537.941872228508,1
0.124,-0.2766455300011949,5.193573074871663,0.462369268824512,18645.351482917293,1
0.12,-0.2668141943586485,5.184205901070365,0.532514452460898,18533.545373614485,1
0.116,-0.2787567510636697,5.204041739455569,0.4933778485493594,17445.475945875703,1
0.116,-0.2517292055643013,5.175680059186776,0.5107260572567746,16040.823833782695,1
0.116,-0.291106731645556,5.207888770766422,0.4901471611965177,18152.56156238276,1
0.12,-0.2620207520376306,5.128668487338592,0.5288334952138362,20404.14889071145,1
0.116,-0.3064364137629092,5.190170022365111,0.4903798302087982,21480.409466774698,1
0.12,-0.3183056065167478,5.217748102010651,0.4784584022278549,21363.071886637816,1
0.12,-0.3623854299365967,5.248588368306274,0.5127639375239638,23678.91837424015,1
0.116,-0.3422798556978973,5.189001551006568,0.464763676812537,29619.994177747467,1
0.116,-0.3685431976284731,5.201128393264471,0.4845028970413423,30651.68616114732,1
0.12,-0.3295674971645718,5.192553433152973,0.435319141555856,28820.354686758223,1
0.12,-0.3388026357173678,5.174467865044173,0.4783913147445473,29821.27502584992,1
0.12,-0.3499164547688402,5.177245953071418,0.4143656468362158,31806.781453685137,1
0.124,-0.3043587366896895,5.1921459639288265,0.4324522777401286,25151.35576289695,1
0.12,-0.2848470894790657,5.173529411291854,0.4580537509018367,21299.857328101767,1
0.12,-0.3066807128762637,5.186960542592809,0.4587981197844264,24945.474019501504,1
0.12,-0.2767679412005684,5.191060334711816,0.4800861693354631,19492.315410951884,1
0.116,-0.2054684428128951,5.095724581670851,0.5403544835804891,14546.759179062135,1
0.116,-0.1989630580335091,5.148430386072405,0.5385675015860073,9968.19507632197,1
0.116,-0.2252831160651829,5.241739167207927,0.5339998498524463,9542.082588149584,1
0.112,-0.2056972511951723,5.175769300623402,0.517797891988998,10117.1851329757,1
0.116,-0.2621780009981642,5.2146906306140455,0.4706687877975693,13791.308939361912,1
0.12,-0.2765339567354028,5.247405501995071,0.5028520335357494,13858.752307161812,1
0.132,-0.2831562862989498,5.287788291719309,0.1382664189438604,14436.878862675232,1
0.124,-0.273695437309668,5.288995730782867,0.6245448979701601,13962.751334368771,1
0.12,-0.2841026675111222,5.288741281009031,0.6914124445101761,14778.191634608736,1
0.124,-0.2863628649785587,5.302466635518509,0.6251627692813347,13300.972363535346,1
0.124,-0.2592341542620463,5.276636852380634,0.6119758268440941,13374.94530918847,1
0.128,-0.2883799318625089,5.299527963260362,0.5783670999332131,14505.57270349253,1
0.124,-0.2937383421674978,5.294218697276576,0.6425286664035699,15120.666789951709,1
0.124,-0.3091066095271342,5.311284501832596,0.6002113308417752,13978.381885698953,1
0.128,-0.2930041342025778,5.301516647562738,0.547412214040371,14971.656139561035,1
0.12,-0.2907989955557067,5.288884616205822,0.6663825742653415,15254.213361984468,1
0.132,-0.2998379329634256,5.33871174855288,0.5900485790884408,14027.241741042251,1
0.156,-0.2321152113572282,5.354701271654656,0.5359563523466451,27737.042135471183,1
0.116,-0.2316618833336325,5.262353649069908,0.7066009888476626,9848.594162952955,1
0.128,-0.2589089257640874,5.272237231885523,0.6483494054135419,15016.189928552583,1
0.128,-0.2843229198501753,5.293141835852028,0.6151779865917779,13323.82380067641,1
0.148,-0.1977533384848012,5.242209039329992,0.606442002537376,12980.337761759942,1
0.152,-0.1856407130289002,5.409805603115315,0.4077352866845796,31248.84422567074,1
0.124,-0.3058372985188212,5.295362620464367,0.5920858988141907,15131.210853088836,1
0.124,-0.2557370485523204,5.269178350204994,0.631517447559669,14870.496664457956,1
0.124,-0.2814982219394961,5.285920214239424,0.5710326618481669,13989.833089027856,1
0.124,-0.2669150431570997,5.290259348216234,0.6628608605513098,13790.429333339702,1
0.124,-0.2805591909716783,5.30121892460965,0.5508534397333014,12941.758341640238,1
0.12,-0.2982263864848381,5.279708529473502,0.6100225482815712,15050.206698024467,1
0.14,-0.5578137792543528,5.301137530465272,0.2482776050421166,52299.407862829394,1
0.128,-0.2468278560241992,5.281442438545988,0.6411762732247935,11063.058122909244,1
0.136,-0.3442921090575959,5.327265826735228,0.5669148948458468,17018.079574624346,1
0.132,-0.2809118535308623,5.28452274650415,0.5353240482382026,15502.647728712616,1
0.128,-0.3155754653882059,5.304059582458431,0.5458970215402817,17078.092352384076,1
0.136,-0.3157307301558918,5.3082504681756175,0.5620029809392657,16969.713348038124,1
0.164,-0.3084942859386065,5.282801187088974,0.5631547531316136,16705.14425680457,1
0.132,-0.2926653122784555,5.2944928962691655,0.5950832415018091,18235.507742079208,1
0.128,-0.3028145473171408,5.282376339769978,0.6119222120078118,16002.533582344637,1
0.132,-0.244652299882972,5.213704801833769,0.6096488922122587,17382.75258021021,1
0.12,-0.3328508731233106,5.319464435647334,0.5838687023054496,14289.381544031883,1
0.132,-0.2535883210309046,5.274978444521501,0.6236083441709327,15464.352905829855,1
0.116,-0.3210663841883386,5.328103246768364,0.5411272570598629,12118.40348915298,1
0.132,-0.2947055640843419,5.319572532859683,0.5938159161050685,15150.671905942369,1
0.124,-0.3234372316459726,5.321308272268834,0.5609514440270355,14068.180687579115,1
0.16,-0.2639589380038685,5.283441351107562,0.5675613035690166,16499.243711617823,1
0.12,-0.3185210291414152,5.308603907730182,0.5758062109066283,13878.451014447211,1
0.136,-0.2641365879783807,5.267348525024531,0.5908478240538394,17187.642515265357,1
